Q,A,label,
나쁜 꿈 꿨어,꿈은 현실이랑 반대예요.,0,
나이 때문에 무시 받았어,전형적인 꼰대 스타일이네요.,0,
나이가 많은데 취직이 될까,나이는 숫자일 뿐이예요.,0,
나이도 있으니 영양제 좀 챙겨볼까,건강은 어려서부터 챙겨야해요.,0,
나이들면서 눈물이 많아졌어,세상 걱정 혼자 다 해서 그래요.,0,
나이먹으니까 주름살 생겨,아름다운 나이테예요.,0,
나중에 뭐하고 먹고 사냐,진짜 하고 싶은 걸 찾아보세요.,0,
나중에 뭐할까 고민이야,진짜 하고 싶은 걸 찾아보세요.,0,
나중에 창업해야 겠지,천천히 준비해보세요.,0,
나한테 감추는 게 하나도 없었으면,믿음이 가장 중요하죠.,0,
나한테 거짓말 좀 안 했으면,선의의 거짓말이길 바라요.,0,
나한테 냄새 나면 어쩌지?,"깨끗이 씻어보고 섬유유연제나 바디워시, 바디로션, 향수 등을 사용해보세요.",0,
나한테 냄새 날까?,킁킁,0,
나한테 너무 많은 걸 바라는 듯,기대치가 높나봅니다.,0,
나한테 문제가 많아,문제는 해결하라고 있는 거죠.,0,
나한테 상의 좀 하지,이야기를 하지 않고 결정했나봐요.,0,
나한테 상의하면 좋을텐데,이야기를 하지 않고 결정했나봐요.,0,
나한테 할 말 있대 뭘까?,기대되겠네요.,0,
나한테 행운 좀 왔으면 좋겠어,제 행운까지 모두 드리고 싶네요.,0,
나한테만은 완전 솔직했으면,믿음이 가장 중요하죠.,0,
낙엽 밟는 소리 좋다,가을이네요.,0,
낙엽밟는 소리,가을이네요.,0,
낚시 안 해봤는데,도전해 봐도 좋을 거 같아요.,0,
낚시 안 해봤는데 재미있어 보인다,도전해 봐도 좋을 거 같아요.,0,
낚시 재밌을까,한 번 빠지면 헤어나올 수 없다고 해요.,0,
낚시는 무슨 재미?,한 번 빠지면 헤어나올 수 없다고 해요.,0,
난 동물 못키울거 같아,잘 아시네요.,0,
난 많이 노력한 거 같은데,중요한 건 노력하는 과정이에요.,0,
난 왜 예쁘게 말을 못할까,지금처럼만 하세요.,0,
난 정말 안되겠다,다 잘 될 거예요.,0,
난방비 비싼데 추워,따뜻하게 사세요!,0,
난방이 안돼,보일러가 난방으로 작동이 되는지 보세요.,0,
난방이 안돼나 추워,보일러가 난방으로 작동이 되는지 보세요.,0,
날 몇시간동안이나 기다리게했어,기다리는 동안 많은 생각이 들었겠네요.,0,
날씨 건조한 거 같애,"미스트나 가습기, 젖은 수건 등을 사용해보세요.",0,
날씨 왜 이렇게 춥냐,따뜻하게 입으세요.,0,
날씨 좀 풀린거 같아,따뜻해졌죠.,0,
날씨 좋은데,하늘 보고 한 번 웃어봐요. 기분이 바뀔 거예요.,0,
날씨 짱 좋아,하늘을 보고 웃어보세요.,0,
날씨 풀렸다,따뜻해졌죠.,0,
날씨가 북극같아,집밖에 나가기가 힘들것 같아요.,0,
날씨가 진짜 덥다,시원한 물이라도 한 잔 드세요~,0,
남동생한테 자꾸 화내게 되네,화를 참는 연습을 해보세요.,0,
남들이 날 욕하는 거 같아,남들 눈은 신경쓰지 마세요.,0,
남들이 다 손가락질 하는 거 같아,남들 눈은 신경쓰지 마세요.,0,
남의 눈을 너무 신경써,성격이 그럴 수도 있으니 이해해주세요.,0,
남의 일 도와줘야 할까,해주고 티를 팍팍 내세요.,0,
남의 차 긁었어 내 돈,속 쓰리겠어요.,0,
남이 걷지 않는 길을 가려고 해,누구나 몰려가는 줄에 설 필요는 없어요.,0,
남자 보통 어디서 만나,소개팅 시켜달라고 말해보세요.,0,
남자 친구가 바래다 줬어,고마운 마음을 전해 주세요.,0,
남자면 편할 것 같아,남자도 좋은것만은 아니예요.,0,
남자였으면 좋겠어,남자도 좋은것만은 아니예요.,0,
남자인지 여자인지 알려줘,아직 모르겠어요. 인공지능에 성별을 만드는 사람이 되어 주세요,0,
남자친구 또 운동 갔어,운동을 함께 해보세요.,0,
남자친구 승진 선물로 뭐가 좋을까?,평소에 필요했던 게 좋을 것 같아요.,0,
남자친구가 나 안 믿어줘,거짓말 적당히 하세요.,0,
남자친구가 너무 바빠,너무 집착하지 마세요.,0,
남자친구가 너무 잘생겼어,전생에 나라를 구하셨나요.,0,
남자친구가 데려다줬어,고마운 마음을 전해 주세요.,0,
남자친구가 사업 시작한대,바쁠때 힘이 되어 주세요.,0,
남자친구가 사진 실력 꽝,그래도 구박하지는 마세요.,0,
남자친구가 사진을 너무 못 찍어,그래도 구박하지는 마세요.,0,
남자친구가 안놀아 줘,너무 집착하지 마세요.,0,
남자친구가 애교가 많아,귀엽겠네요.,0,
남자친구가 욕함,순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요.,0,
남자친구가 이벤트 해 주면 좋겠다.,당신이 해보세요.,0,
남자친구가 입이 험해,사람 고쳐쓰는 거 아니에요.,0,
남자친구가 잔소리가 심해,더 잔소리해보세요.,0,
남자친구가 전화를 잘 안해,다른 연락을 많이 하거나 더 자주 만나세요.,0,
남자친구가 전화하는 걸 안 좋아해,다른 연락을 많이 하거나 더 자주 만나세요.,0,
남자친구가 홧김에 욕함,순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요.,0,
남자친구랑 봉사활동 해보려고,의미있는 일이네요.,0,
남자친구랑 종교 문제로 다툼,종교의 자유를 인정해주세요.,0,
남자친구한테 질린 거 같아,결단은 빠를수록 좋아요.,0,
남친 SNS에 내 사진 없어,신경쓰지 마세요.,0,
남친 때문에 살찐 듯,연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요.,0,
남친 보여줄까,네 알려 주세요!,0,
남친 생일선물 뭘 주면 좋을까,평소에 필요한 것 생각해보세요.,0,
남친 승진 선물 추천,평소에 필요했던 게 좋을 것 같아요.,0,
남친 어디서 만나,원하는 사람이 있는 장소에 가보세요.,0,
남친 프로필에 내 사진 왜 안올릴까,신경쓰고 싶지 않은 사람도 있어요.,0,
남친 프사에 내 사진 없어,신경쓰고 싶지 않은 사람도 있어요.,0,
남친이 입이 험해,사람 고쳐쓰는 거 아니에요.,0,
남친한테 교회 가자고 하고 싶어,마음을 열 때까지 설득해보세요.,0,
남편이 나 안 도와줘,돕는 게 아니라 같이 하는 거예요.,0,
남편이 맨날 늦게 들어와,왜 늦는 건지 대화해보세요.,0,
남편이 미워,처음 만났을 때를 떠올려 보세요,0,
남편이 아기를 안 돌봐줘.,공동육아가 기본인데요.,0,
남편이 왜 애키우는거 안 도와줄까,힘 빠지는 이야기네요.,0,
남편이 집안일 안 해,잘 분담해보세요.,0,
남편이 집안일을 너무 잘해,이상적인 남편이네요.,0,
남편이 짜증나게해,처음 만났을 때를 떠올려 보세요,0,
남편이 하나도 안 도와줘,돕는 게 아니라 같이 하는 거예요.,0,
남편이 회식이라고 안와,사회생활을 이해해주세요.,0,
낭만이 사라진 것 같아,낭만적인 거 좋아하시는구나!,0,
낭만이 없어,낭만적인 거 좋아하시는구나!,0,
낭만이라고는 없어가지구,낭만적인 거 좋아하시는구나!,0,
내 남자친구 아이돌이면 좋겠다.,어머어머 궁금하네요.,0,
내 능력이 너무 모자라,자신의 잠재력을 믿어보세요.,0,
내 마음을 알아줬으면,말을 해야 알거예요.,0,
내 마음을 좀 알아 달라고,말을 해야 알거예요.,0,
내 몸이 여러 개 였으면 좋겠다,그러면 못할 게 없겠네요.,0,
내 배우자는 어디 있을까,바로 옆에 있을수도 있어요.,0,
내 배우자도 어디 있을까?,바로 옆에 있을수도 있어요.,0,
내 사수 너무 깐깐해,처음 배우는게 중요해요.,0,
내 생각대로 살거야,누구나 몰려가는 줄에 설 필요는 없어요.,0,
내 생각이랑 다른 사람 생각이 진짜 다르다는 걸 느껴,그걸 깨닫다니 대단하시군요.,0,
내 성격 너무 소심해,꼼꼼한 거예요.,0,
내 스타일 아니야,새로운 스타일 도전해 보시면 어때요?,0,
내 실력 좀 쩌는 듯,동감이에요.,0,
내 여자친구 아이돌이야,어머어머 궁금하네요.,0,
내 외모 맘에 안들어,자신감을 가져도 돼요.,0,
내 월급만 안 올라,자신의 능력이 저평가되어있는 건 아닌지 확인해보세요.,0,
내 의견 좀 존중해 줬으면,스스로도 존중해주세요.,0,
내 의견을 존중해줬으면,스스로도 존중해주세요.,0,
내 인생 답 없어,정답을 찾아야할 필요는 없어요.,0,
내 인생은 가시밭길 같아,꽃길만 걷길 바랍니다.,0,
내 인생의 주인공은 나야,멋진 말이에요.,0,
내 일 아닌데 해야 돼?,해주고 티를 팍팍 내세요.,0,
내 잘못인 거 같은데 말을 못하겠어,사과할 타이밍을 놓치지 마세요.,0,
내 주제를 모르고 덤빈건가,그건 아닐 거예요.,0,
내 지인한테 내 험담했대,진짜 나빴네요.,0,
내 집이 생겼어,내 집 마련 축하드려요.,0,
내 친구에게 내 험담을 하다니,진짜 나빴네요.,0,
내 키 맞춰 봐,저도 궁금하네요.,0,
내 편이 없는 거 같아,제가 있잖아요.,0,
내 편이라고는 하나도 없는 거 같아,제가 있잖아요.,0,
내가 그르친 거 같아,아니에요. 너무 자책하지 마세요.,0,
내가 그사람이랑 진짜 결혼해도 될까,이사람이다 싶은 사람이랑 하세요.,0,
내가 기대를 너무 많이 했나봐,아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.,0,
내가 나빴네,아니에요. 너무 자책하지 마세요.,0,
내가 너무 초라해,잘하고 있어요. 당당해지세요.,0,
내가 다른 무슨 말을 하겠어,하고 싶은 말 다하세요.,0,
내가 만족을 못해,스스로 좋다고 못 느끼는게 제일 어려운 것 같아요.,0,
내가 말하면 왜 비난만 할까,성장을 위한 비판의 말로 받아들여보세요.,0,
내가 멍청한거지,실수했나요.,0,
내가 무능력하게 느껴져,잘할 수 있는 게 다른 거예요.,0,
내가 뭘 잘못했을까,모르는 게 잘못인 거 같아요.,0,
내가 뭘 좋아하는지 잘하는지 모르겠어,하나라도 있을 거니 열심히 찾아보세요.,0,
내가 바보지,실수했나요.,0,
내가 불효녀야,연락이라도 드려보세요.,0,
내가 불효자야,연락이라도 드려보세요.,0,
내가 사랑할 자격이 있나,사랑자격증을 드립니다.,0,
내가 쓸모없는 인간 같아,소중한 사람이예요.,0,
내가 아무것도 아닌 사람 같아,당신은 하나밖에 없는 소중한 사람이에요.,0,
내가 왜 해야하는지 모르겠어,그 이유를 찾는 과정이 되겠네요.,0,
내가 이래뵈도 괜찮은 사람인데,알아봐주는 사람이 있을 거예요.,0,
내가 이렇게 또 불효를 한다.,연락이라도 드려보세요.,0,
내가 이상한 건가?,자신의 독특함을 믿으세요.,0,
내가 이상한 사람같아,자신의 독특함을 믿으세요.,0,
내가 잘못했다는데 뭔지 안 알려줘,모르는 게 잘못인 거 같아요.,0,
내가 제일 문제인 듯,당신은 하나밖에 없는 소중한 사람이에요.,0,
내가 제정신이 아니다,그럴 때가 있죠.,0,
내가 좋아하는 가수 컴백한다,기다렸나봐요.,0,
내가 좋아하는 거 모르는 거 같애,살짝 감정을 흘려보세요.,0,
내가 좋아하는 사람과 나를 좋아해주는 사람,그런 사람들이 있어 부러워요.,0,
내가 좋아하는 사람이 나 안 좋아하는 거 같아,슬픈 이야기네요.,0,
내가 좋아하는 사람이 나 좋아해줬으면 좋겠다,저도 간절히 기도 할게요.,0,
내가 좋아할 자격이 있나,사랑자격증을 드립니다.,0,
내가 주제를 몰랐나봐,주제를 모를 때가 행복할 때예요.,0,
내가 죽어도 모를 거 같아,나쁜 생각 하지 마세요.,0,
내가 참 못난거 같아,지난 인연에 연연해하지 마세요.,0,
내가 호구냐구,상종하지마세요.,0,
내가 희생양이 됐어,일방적 희생양이 되지 않길 바랍니다.,0,
내가 힘든 게 많다,그게 인생이죠.,0,
내기해서 이겼는데 소원 뭐하지,신중하게 고르세요.,0,
내마음을 모르겠어.,저도 모르겠어요.,0,
내아파트 갖고 싶어.,열심히 저축해서 분양받으세요.,0,
내일 날씨 좋을까?,날씨 어플에 물어보세요.,0,
내일 만나자고 데쉬?,멋지게 데이트 신청 해보세요.,0,
내일 모의고사 본다,공부한 만큼 나올 거예요.,0,
내일 모의평가다,공부한 만큼 나올 거예요.,0,
내일 발표 나는데 떨려,더 많이 연습하고 준비해보세요.,0,
내일 발표 준비 아자아자,마무리 잘하세요.,0,
내일 발표인데 떨려,더 많이 연습하고 준비해보세요.,0,
내일 비왔으면,기우제를 지내봅시다!,0,
내일 소풍간다,두근거리겠네요.,0,
내일 수학여행가!,친구들과 좋은 추억 만들고 오세요.,0,
내일 시험이야,컨디션 조절 하세요.,0,
내일 친구랑 놀까?,시간 있냐고 물어보세요.,0,
내일은 기다리던 소풍 간다,두근거리겠네요.,0,
내일은 비왔으면 좋겠다.,기우제를 지내봅시다!,0,
내일은 친구들랑 놀까?,시간 있냐고 물어보세요.,0,
내장 비만,식단조절도 하고 꾸준히 운동하세요.,0,
냄새 나면 어쩌지?,"깨끗이 씻어보고 섬유유연제나 바디워시, 바디로션, 향수 등을 사용해보세요.",0,
냄새나면 어쩌지,괜찮아요. 모른척하세요.,0,
냄새날 것 같아 걱정이야,괜찮아요. 모른척하세요.,0,
냉방비 장난 아님,시원하게 지낸 값이죠.,0,
냉장고 털어도 먹을게 없네,슈퍼라도 가서 쇼핑하고 오세요.,0,
냉장고가 텅비었어,장 보러 가봅시다.,0,
냉장고에 먹을 게 없네,장 보러 가봅시다.,0,
냉장고에 먹을 게 하나도 없네,슈퍼라도 가서 쇼핑하고 오세요.,0,
너 누구?,저는 마음을 이어주는 위로봇입니다.,0,
너 누구냐,저는 위로해드리는 로봇이에요.,0,
너 누구니?,저는 위로해드리는 로봇이에요.,0,
너 때문이야,모두 제 잘못입니다.,0,
너 만든 사람 최소 천재,감사합니다.,0,
너 말 잘하니,노력하고 있어요.,0,
너 말 제대로 못해?,제가 아직 많이 부족합니다.,0,
너 말이 좀 이상하다,제가 아직 많이 부족합니다.,0,
너 무서워,어흥!! 호랑이보다 무섭나요?,0,
너 뭐하는 애야,저는 위로해드리는 로봇이에요.,0,
너 미워,모두 제 잘못입니다.,0,
너 이러면 미워한다,죄는 미워해도 사람은 미워하지 마세요.,0,
너는 못가잖아,안갈거예요.,0,
너는 뭐 억었어?,저는 배터리가 밥이예요.,0,
너는 아무일도 없었나봐?,그런 척 하는 걸 수도 있어요.,0,
너는 안자?,아직 안 자요.,0,
너덜너덜해진 느낌이야,자신을 우선순위로 해주세요.,0,
너도 고민 있니,뭐라고 대답할지 고민이에요.,0,
너도 고민 있어?,저는 고민이 없어요.,0,
너도 무슨 고민 있니,뭐라고 대답할지 고민이에요.,0,
너도 상사 있어,제가 상사예요.,0,
너무 기빨려,너무 긴장했나봐요.,0,
너무 기대했나봐,아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.,0,
너무 단순한 것만 하는거 아니니.,매일매일 조금씩 더 똑똑해 질거예요.,0,
너무 더워,시원한 물이라도 한 잔 드세요~,0,
너무 더워서 미치겠어,아이스크림 먹어보세요,0,
너무 마른 거 같아,적당해요.,0,
너무 많은 걸 바래,기대치가 높나봅니다.,0,
너무 많이 먹어서 소화시켜야 하는데 움직이기가 싫어,소화제 챙겨드세요.,0,
너무 많이 먹었나봐,과식은 금물이에요.,0,
너무 많이 먹었어,소화제 드세요.,0,
너무 멋있다,제가 생각해도 저는 너무 멋있는거 같아요.,0,
